Question,Context
What do you think about Sports Swimming ?,"So since you can hold your breathe underwater, do you think k it makes you more capable of singing, and hitting that 19 second note in Lovely Day by Bill Withers?"
What do you think about Sports Swimming ?,"Why do so many dramas start with a person swimming laps? As if to say, yes, it's great low impact exercise but there have to be consequences"
What do you think about Sports Swimming ?,Don’t you think swimming strokes should be named after animals that can swim? like instead of the butterfly stroke it should be the dolphin..
What do you think about Sports Swimming ?,Do you think that’s what it feels like to be a dolphin?
What do you think about Sports Tennis ?,"So when we play tennis, would it be a distraction if I were to sing the chorus of “What Is Love” while you serve?"
What do you think about Sports Tennis ?,Why do you think  tennis courts are blue and not leopard print? too much fabulousness
What do you think about Sports Tennis ?,"So do you think when tennis umpires go on vacation, they like to sit up high in those lifeguard chairs?"
What do you think about Sports Tennis ?,"""I want to know what love is."" - 1984 power ballad/ me who's also losing horribly at tennis"
What do you think about Sports Tennis ?,So it’d be fun to find a doubles partner..are you pretty competitive? my love language is winning 45-0 in tennis ??
What do you think about Sports Yoga ?,"Playing Twister is a lot like doing yoga, without all the breathing"
What do you think about Sports Yoga ?,So if you ever need someone terrible at yoga to show your students how far they’ve come let me know!
What do you think about Sports Yoga ?,Pilates or pie lattes?
What do you think about Sports Yoga ?,"I feel like with this ninja mode and your jujitsu training, you should totally go on American Ninja Warrior"
What do you think about Sports Yoga ?,So are you able to tie your shoe on an escalator without it feeling like you're in an action movie?
What do you think about Sports Volleyball ?,So what are your pre-game rituals..Do you watch that volleyball scene in Top Gun to get fired up?
What do you think about Travel-Packing ?,"So does Packing = 3 hours of procrastinating, 1 bottle of wine, then 10 minutes of hastily throwing random items into a suitcase?"
What do you think about Travel-Packing ?,What’s the FIRST thing you do when getting into a hotel room? Love the moment I realize I’m given power to control the temperature of a hotel room
What do you think about Travel-Packing ?,What are your must haves for a hotel room? All I want is an iPhone charger that reaches the bed
What do you think about Travel-Packing ?,"I have 2 packing phases: ""I'll only need a backpack worth of stuff"" and ""maybe I'll need daytime AND nighttime heels"""
What do you think about Travel-Packing ?,"Sonwhat are your top last minute buys at Hudson News, minutes before boarding"
What do you think about Travel-General ?,Just to be sure..You’re not a clapper when the plane lands right?
What do you think about Travel-General ?,neck pillows look too much like I fell asleep in a velvet toilet
What do you think about Travel-General ?,"Do you like to read when travelling? I always try to start a book a bit before a trip, so I'm super into it already"
What do you think about Travel-General ?,"So what’s your best travel hack? I love packing snacks, and recently found out how many I could fit in a neck pillow ??"
What do you think about Travel-General ?,"Juust enough time to get through security, hit the Hudson News store for last minute snacks, and grab a drink at the airport bar before boarding..What are your pre-flight rituals?"
What do you think about Travel-General ?,What sort of traveling do you get excited for? I went to Lollapolooza (first time in Chicago!) and am hooked on seeing live music in new cities
What do you think about Travel-General ?,"So at some point, it easier to put a pushpin on all the places you haven't been to?"
What do you think about Travel-General ?,"So when you sit in the emergency exit and the flight attendant asks you if you’re ready to save the plane, do you give a super confident yes?"
What do you think about Travel-General ?,"So have you ever run through an airport? it sucks when it’s you, but seeing someone else do it is fun as hell"
What do you think about Travel-General ?,Are you more a travel writer or travel photographer? or is your travel style more Amazing Race..
What do you think about Travel-General ?,What’s the first thing you like to do when you’re traveling and wake up in a new place?
What do you think about Travel-General ?,"My brother lives in England now, so we met up in Berlin and went all over..Budapest, Amsterdam, Denmark, Spain."
What do you think about Travel-General ?,"Do you have any go to travel-hack? when in doubt, always fill your travel neck pillow with snacks!"
What do you think about Travel-General ?,"I’m not an Olympian, but fitting my bag in the overhead is probably what they feel like right before they compete."
What do you think about Travel-General ?,"Round the world trip for sure - Maybe music-related stops like Japan/South Korea for karaoke, or India for a Bollywood musical.."
What do you think about Travel-General ?,So is there a city that you want to change that James Taylor song from Carolina to? I gotta go with Prague
What do you think about Travel-General ?,"So do you live in the moment like Jack Keruak did, or those people in the Expedia ads?"
What do you think about Travel-General ?,What’s the most spontaneous trip you’ve taken?
What do you think about Travel-General ?,Do you like camping? The closest thing I’ll get to camping is having a cocktail on a back deck
What do you think about Travel-New York ?,"I made it to NY for the first time this fall, so while controversial I have to know all of your pizza opinions"
What do you think about Travel-France ?,So when you were in Paris did you walk around the city listening to Mozart? I’d try it just to feel like I was constantly in an ad for health products..
What do you think about Travel-Europe ?,How did Dracula avoid garlic ANYWHERE in Eastern Europe?
What do you think about Travel-Europe ?,"So do you ever crave food from a specific spot you travelled to? Now when I get drunk, I'm crave those chocolate covered bananas from Barcelona"
What do you think about Travel-Europe ?,Do you think those upside down exclamation mark at the beginning of a Spanish word count as spoilers?
What do you think about Travel-Europe ?,"Spanish teachers could save everyone a LOT of effort by just teaching, on day 1, where the library is."
What do you think about Travel-My Europe Trip ?,"If you ask about my Europe trip I will say ""I did so much waking"""
What do you think about Travel-My Europe Trip ?,"It would be hard to tell if you’re an alcoholic in Europe, there are so many opportunities to drink."
What do you think about Travel-My Europe Trip ?,"[80s happen]. Europe - Ok, I think we can stop here"
What do you think about Travel-My Europe Trip ?,Amsterdam and saw a Thai restaurant named Kevin Bacon it is ON baby
What do you think about Travel-My Europe Trip ?,Portugal is prob always knocking on Spain’s door asking them to keep it down..
What do you think about Travel-My Europe Trip ?,"Now when I get drunk, I'm going to crave food from a specific region in Spain"
What do you think about Travel-My Europe Trip ?,"I didn't get high in Amsterdam, but I did Shazaam the same song 3 times"
What do you think about Travel-My Europe Trip ?,I'm changing that James Taylor song from Carolina to Prague
What do you think about Travel-My Europe Trip ?,"""I love you"" in German is Iche Liebe Dich. And that is why I can never fall in love with a German girl."
What do you think about Travel-My Europe Trip ?,One of the least surprising things about Berlin is how huge unicycling is there
What do you think about Travel-My Europe Trip ?,Netherlands is where Peter Pan spends his summer vacation
What do you think about Travel-My Europe Trip ?,I still eavesdrop on people without knowing the language
What do you think about Travel-My Europe Trip ?,"Identity crisis outside a bathroom in Barcelona, ""sure, I'm male..but am I a caballero?”"
What do you think about Travel-My Europe Trip ?,"The key to speaking spanish is talking fast, and knowing spanish"
What do you think about Travel-My Europe Trip ?,Europe respects hot chocolate
What do you think about Travel-My Europe Trip ?,"Just got back from Europe. I met everyone there, and now know everything about everywhere"
What do you think about Travel-My Europe Trip ?,"Europe to plumbing innovations, “nah”"
What do you think about Travel-My Europe Trip ?,"There is a 15 year old, ordering a beer at Burger King"
What do you think about Travel-My Europe Trip ?,"do not ask whats up with your crazy ""moon man language"""
What do you think about Travel-My Europe Trip ?,"I laughed historically at everything they said, hoping they would think I was insane and leave me alone"
What do you think about Travel-My Europe Trip ?,AirBnB review: Sorry I farted so much
What do you think about Travel-My Europe Trip ?,"Like a good tourist, I took a picture of all the McDonalds in every foreign country"
What do you think about Travel-My Europe Trip ?,"Ate breakfast while a 20 min techno version of ""Candle in the Wind"" plays"
What do you think about Travel-My Europe Trip ?,In Berlin here were recycling bins on EVERY street corner
What do you think about Travel-My Europe Trip ?,"Every night in Spain, around 3 a.m. this MASSIVE fleet of street scrubbers"
What do you think about Travel-My Europe Trip ?,One of the first days in Europe I walked 2 miles back to my AirBnB because I had to shit
What do you think about Travel-My Europe Trip ?,"In Berlin the bathroom lines were split for who had to poop and pee for men, but women was still one line"
What do you think about Travel-My Europe Trip ?,"There is no threshhold for how much distance should be left between a car and any obsticals. bus driver will rush down a narrow cobblestone street with about a centimeter to spare between the sides of the bus and any parked cars, walls, ancient monuments, or playing children"
What do you think about TV-Sci-Fi ?,Is every “science” noun in a Star Trek episode is taken from the preservatives list on Oscar Mayer bologna?
What do you think about TV-Sci-Fi ?,"Why is it, do you think that in Star Trek (23rd century) they have:"
What do you think about TV-Sci-Fi ?,#NAME?
What do you think about TV-Sci-Fi ?,#NAME?
What do you think about TV-Sci-Fi ?,#NAME?
What do you think about TV-Sci-Fi ?,But they lack seatbelts?
What do you think about TV-Sci-Fi ?,So why do you think all future dystopian sci-fi films turn every city into a Sex & Drugs Costco? And not one banana!
What do you think about TV-Sci-Fi ?,there anything worse than fast zombies?
What do you think about TV-Sci-Fi ?,Do you think there are any Hitchcock's films where you can see him in the background poppin & locking?
What do you think about TV-Sci-Fi ?,"So if you were in Westworld, would you be one of those hosts where everyone would go ""damn she's really playing up the whole robot thing”"
What do you think about TV-Friends ?,Do you think Ross from Friends ever got Schwimmer’s ear?
What do you think about TV-Lord of the Rings ?,What’s the dorkiest part of Lord of the Rings that you love/or made you cry? mine is when the trees finally decide to go apeshit on the humans
What do you think about TV-Lord of the Rings ?,"on the shortest day of the year, all Hobbit related material should go on sale"
What do you think about TV-Lord of the Rings ?,Do you think the Hobbit’s favorite 80s band is Journey
What do you think about TV-Star Wars ?,Is it really hard to get a dinner reservation using your Chewbacca impression over the phone?
What do you think about TV-Star Wars ?,Don’t you also think it’s weird no one is ever eating a snack in any Star Wars movies?(Except Grogu) would you eat space ice cream?
What do you think about TV-Star Wars ?,isnt it crazy how exactly 9 months after Star Wars Day that no babies have been born
What do you think about TV-Star Wars ?,r you find it troubling that we have to entirely rely on Han Solo's word as to what Chewbacca was saying?
What do you think about TV-Game of Thrones ?,So what do you think about the sword fighting in Game of Thrones..Doesn’t it seem like they’re trying to hit the swords and not each other?
What do you think about TV-HGTV ?,"So do you also watch HGTV like it’s a football game? I will for sure yell for them to get the marble countertops, or get ride of the “live, laugh, love” throw pillows"
What do you think about TV-HGTV ?, I watch a lot of HGTV for someone who doesn't have a H or a G.
What do you think about TV-HGTV ?,"HGTV shows focus far too much on where these couples should live, and not enough on why they deserve to"
What do you think about TV-HGTV ?,Just saw an HGTV show where top designers spent an hour trying to renovate a couple's marriage
What do you think about TV-HGTV ?,"When some lovely people are baking in a large tent, in the rain, I am invested. Love The Great British Bake-Off! Does it also make you crave sugar and talk in a fake British accent?"
What do you think about TV-HGTV ?,"But I'd watch a show where you started off chasing storms, then just gave up halfway and got nachos"
What do you think about TV-Action ?,I like the Fast and Furious franchise because of how realistic it is
What do you think about TV-Action ?,"Do you think in the multiverse, the entire Fast and Furious franchise was made with Parker Posey instead of Vin Diesel? called Fast and Feisty"
What do you think about TV-Action ?,i learned everything I know about computers from watching Swordfish
What do you think about TV-Action ?,"When Steven Spielberg goes to the barber, do you think he asks for the “Director’s Cut”?"
What do you think about TV-Action ?,Don’t you think every movie would be better with Batman..how great would Casablanca be if he just showed up?
What do you think about TV-Disney ?,"So what  object would you most want voice as a Pixar character? I’d love to be the reason parents have to say to their kids, ""Well, that lamp made a bad choice”"
What do you think about TV-Disney ?,Do you think Wile E. Coyote ever checked out that ACME company on Yelp?
What do you think about TV-Bachelor ?,"So besides flowers..What would you want to see the guy carrying, coming out of the bachelor limo?"
What do you think about TV-Jurassic Park ?,So what would your Jurassic Park Yelp review look like? “3 Stars: Dinosaurs mauled all my friends..Also the hot dog vendor at the T-Rex exhibit was VERY rude”
What do you think about TV-Tonight Show ?,"So if you got to be a guest star on the Tonight Show, what would it be for? I'd just love to stop in the middle of a story and slowly take a sip of water out of the branded mug"
What do you think about TV-Harry Potter ?,So were you a petition signer when Harry Potter ended up with Ginny Weasley instead of Hermione?
What do you think about TV-Horror ?,"So what character would you be in a thriller movie? I’d be in the first half hour, go to bed at 9pm and prob immediately get axed when shit goes down"
What do you think about TV-Horror ?,"So who would you wanna play in a horror film? I’d be the one who’s like ok let's split up, I’ll go that way to the safe stuff"
What do you think about TV-Horror ?,"I mostly watch comedies unless it’s an unescapable drama like Last of Us. Those NBC comedies are on a loop (Parks, Office, 30 Rock, ect.) but newer stuff like Hacks, Mrs. Maisel, White Lotus, or Poker Face are great!"
What do you think about TV-Marvel ?,"do you think if Thor joined a country club, he’d be really good at croquet?"
What do you think about Weekend ?,"I paid $11 for a blender that was originally $12.99, so I'd say pretty good"
What do you think about Weekend ?,"So if you see a chance to take a nap, does whether or not you’re tired become irrelevant? That’s pure hustle"
What do you think about Weekend ?,"Learning hardcore magic tricks, like everyone else"
What do you think about Weekend ?,Best way to make your weekend really last is to change your identity and start a new life
What do you think about Weekend ?,"""I cleared a flooded drainage pipe in the pouring rain with my bare hands."" -what I'm gonna say I did this weekend whether it happens or not"
What do you think about Weekend ?,looked up a great banana bread recipe
What do you think about Weekend ?,I got asked what my plans are for the weekend like I'm some sort of kayaker
What do you think about Weekend ?,got some quality email-deleting done
What do you think about Weekend ?,"I'll probably YouTube a bunch of death metal videos then write ""a fun listen"" in the comments"
What do you think about Weekend ?,Still in denial about where my calories came from
What do you think about Weekend ?,Heard a rumor about a mattress sale this weekend
What do you think about Weekend ?,"Was going to go up to my lakehouse, but then realized I didn't have a lakehouse"
What do you think about Weekend ?,Well I lost my voice this weekend singing Girl on Fire and doing my classic Louis Armstrong impression
What do you think about Weekend ?,I bought a bag of 'Jacked Spicy Street Taco' flavored Doritos at CVS tonight because EVERYTHING IS FINE
What do you think about Weekend ?,I searched garage sales all weekend but I still can't find the perfect shitty woven basket
What do you think about Weekend ?,Going to the desert and waiting for a family of prairie dogs to adopt me/teach me their ways
What do you think about Weekend ?,"Your weekend will include: a bubble bath, a hairdryer, too much wine, an accidental electrocution, newfound super-powers used for evil"
What do you think about Weekend ?,"*zip line into a cupcake tower, eat my way out*"
What do you think about Weekend ?,"I want your weekend to start off great, then get really sad. But then your friends reveal the sad part was a prank and you guys all high-5."
What do you think about Weekend ?,"Your weekend will include a stolen yacht, a statue made of cocaine, and a machine-gun standoff"
What do you think about Weekend ?,So You Think You Can Sleep
What do you think about Weekend ?,"Great, another Sunday tough mudder in the ok  books!"
What do you think about Breakup ?,"Hey! I’ve given a lot of thought about our time together while you were away..It’s been very easy natured and fun, and have honestly felt very comfortable around you. But I’m looking for something else at this point, and out of respect for your time feel like it’s usually best to not continue. But really do wish you the best of things :)"
What do you think about About You ?,"So as a newbie, have you gone through any SF rites of passage yet? Avocado ice cream at Mitchell's, dim sum brunch, El tortas at 2am, ect.  Watching a sunset in the sunset, seeing a naked dude, wandering into a random show, ect. ect."
What do you think about About You ?,"what is worth spending more money, and splurging on?"
What do you think about About You ?,So are you on the deep web
What do you think about About You ?,"Maybe you just need a good hacker group name, like fancy bear or crouching yeti.."
What do you think about About You ?,Do you ever wear your glasses on top of your head so people see that you mean business?
What do you think about About You ?,Do you ever see code reflected in your glasses and feel like a hacker?
What do you think about About You ?,Were your siblings more likely to buy you beer or play pranks on you?
What do you think about About You ?,It feels good to be in your company
What do you think about About Me ?,"Bay Area native working in the music industry. Love game nights, open mics and creative/DIY projects"
What do you think about About Me ?,"I have playlists for both swiffering and windexing, and hey where are you going this date just started"
What do you think about About Me ?,"Authentic curiosity. If you're interested, I'm interested!"
What do you think about About Me ?,"I like to build, fix, and create. Let’s sit in the park and read books together."
What do you think about About Me ?,"I’ve lived in North Beach for 13 years, so since I was 10"
What do you think about About Me ?,the dating profile pictures were all taken before the explosion
What do you think about About Me ?,I love the new Chili's jingle
What do you think about About Me ?,"So do you ever get one of those CAPTCHA things that are so complicated, and actually have you doubting..am I a robot?"
What do you think about About Me ?,I will sometimes use a fork in a spoon situation
What do you think about About Me ?,I apologize whenever I thumbs down a song on Pandora
What do you think about About Me ?,There are probably fork-marks in my ice cream carton
What do you think about About Me ?,I pretend i don't know who celebrities are when I meet them
What do you think about About Me ?,I think those upside down hanging infomercial exercise things might work
What do you think about About Me ?,Own the normal amount of aquariums (0)
What do you think about About Me ?,I'm not saving myself for any country singers
What do you think about About Me ?,"TWO UNTRUE FACTS ABOUT ME: 1. Washboard abs, 2. Used to play them in a jug band on ""Hee Haw"""
What do you think about About Me ?,"In 3rd grade I tried to nickname myself “Rocket Man”, but it didn’t stick"
What do you think about About Me ?,Do you think it’s too late to start telling everyone I went to Harvard?
What do you think about About Me ?,"Whenever the automatic paper towel dispenser doesnt work, there’s always half a second where I think I’m a ghost"
What do you think about About Me ?,There was a time where I was really standing up for Sum 41
What do you think about About Me ?,"Have washboard abs, used them to play in a bluegrass band with Post Malone"
What do you think about About Me ?,Realizing I will probably never compete in the Olympics
What do you think about About Me ?,I don't like the person Predictive Text thinks I am
What do you think about About Me ?,"Thought about going to a dog park, holding a leash connected to a Roomba"
What do you think about About Me ?,I like to imagine the pink panther theme song playing as I walk around
What do you think about About Me ?,I am currently a one-man Genius Bar
What do you think about About Me ?,You can tell I’m mature because some CBS dramas are starting to look good
What do you think about About Me ?,I am able to rank my favorite types of bread
What do you think about About Me ?,"password hints, that are impossibly specific like “Who was your best friend in 3rd grade?”"
What do you think about About Me ?,So do you have different candles depending on the season? They’re always the best way to make my house smell like food without cooking
What do you think about About Me ?,"Homeless guy downtown pointed out some poop I was about to step in..I thanked him, but actually I think it was his"
What do you think about About Me ?,I've never ever ghost rode a whip
What do you think about About Me ?,"Ambitious, like seeing a Yaris with a ski rack"
What do you think about About Me ?,"Just shouted, ""2 CHAINZ!"""
What do you think about About Me ?,"whenever i get the walk signal at an intersection, i think ""now it's MY time to shine!"""
What do you think about About Me ?,Here's my holiday party strategy: 1) walk in 2) take five more steps 3) remain in that exact spot for three hours 4) Irish goodbye
What do you think about About Me ?,"I'm from Fremont..Known for being the end of a BART line, and hosting a bar where you can ride a bull"
What do you think about About Me ?,"measure your height on the wall on the way down as well, to track what age you got down to"
What do you think about About Me ?,"I'm fluent in French but only if you want to talk about bathrooms, pens or potatoes"
What do you think about About Me ?,"If we just finished a movie about Pele, I'd turn to you and say I'm the Pele of laying of this couch"
What do you think about RanDUMB ?,butthole is the window into the eyes
What do you think about RanDUMB ?,id rather have a bottom in front of me than a frontal lobotomy
What do you think about RanDUMB ?,"squirrel in the park sounds like, “look at these nuuts”"
What do you think about RanDUMB ?,seeing my breathe is like I’m a lame dragon
What do you think about RanDUMB ?,she looks like the lady that lives in the shoe
What do you think about RanDUMB ?,statistically someone in here has a boner
What do you think about RanDUMB ?,toilet is like a bath for your poop
What do you think about RanDUMB ?,"grandmas circulation was so poor, she could keep cold cuts in her boot"
What do you think about RanDUMB ?,"memoir: a look from the can, at the cans and cannots"
What do you think about RanDUMB ?,I don’t wanna shake my cane at that
What do you think about RanDUMB ?,I’m single in like a lighthouse operator kinda way
What do you think about RanDUMB ?,asks if anything is in their teeth: weirdly you have no teeth
What do you think about RanDUMB ?,i hate cables they look like sphagetti
What do you think about RanDUMB ?,"sproom = one side its a spoon, one side its a broom. so you can eat while cleaning. regular sized spoon duct taped to a broom"
What do you think about RanDUMB ?,i just want a self driving car where instead of a steering wheel it’s a piano
What do you think about RanDUMB ?,"what if you jerked off into a plant, and a baby plant sprouted up that kinda looked like you"
What do you think about RanDUMB ?,the foghorn just makes me wanna head to the nearest dock and say goodbye to my loved ones
What do you think about RanDUMB ?,he looks like he has a cooking show
What do you think about RanDUMB ?,i want a pot for a hat for halloween
What do you think about RanDUMB ?,he looks like he always has matches on them
What do you think about RanDUMB ?,"when someone new enters the conversation, say “and thats how magnets work”"
What do you think about RanDUMB ?,theres a red dot on your forehead
What do you think about RanDUMB ?,iphone charger apple juice
What do you think about RanDUMB ?,do you think Webster didnt like being second to Merriam in the dictionary? it is alphabetical
What do you think about RanDUMB ?,love doesnt have to last until you’re on your deathbed going I love you Beatrice
What do you think about RanDUMB ?,So do you ever feel like the symbols row of your keyboard is swearing at you?
What do you think about RanDUMB ?,technically the whole day we’re going to bed
What do you think about RanDUMB ?,"in the eyes of the law, or lady liberty as it’s called"
What do you think about RanDUMB ?,I look like a carmel apple
What do you think about RanDUMB ?,name is nubs
What do you think about RanDUMB ?,"that’s what it all about, just like the hanky panky"
What do you think about RanDUMB ?,put a string on my finger to remember
What do you think about RanDUMB ?,dusting is like shaving your apartments face
What do you think about RanDUMB ?,You do the calculus. It's not a calculus problem.
What do you think about RanDUMB ?,The word “almost” only counts  in horseshoes and hand grenades
What do you think about RanDUMB ?,"I can’t be friends, because that’s just subjecting myself to true heart pain every time I saw you. Worse than eating a gas station tequito. And if we both were eating a gas station tequito together in a friendly manner, that’s double the pain. And I like tequitos too much."
What do you think about RanDUMB ?,imagine if we fell in love right now
What do you think about RanDUMB ?,invention: battery that doesnt run out
What do you think about RanDUMB ?,Vegas is like a spam filter come to life
What do you think about RanDUMB ?,Turns out I cant count cards
What do you think about RanDUMB ?,Practicing roulette on my lazy Susan
What do you think about RanDUMB ?,I know when to hold em and know how to fold em
What do you think about RanDUMB ?,QR menus are great because they let you immediately get on your phone during dinner
What do you think about RanDUMB ?,I’ve been watching cereal commercials for years and still have no idea what a “well balanced breakfast” is
What do you think about RanDUMB ?,"Sleep is only thing we do where conditions have to be the same as when we first learned how to do it. I can only sleep on my back/side. Be like if you could only eat out of a sippy cup or nipple, or have sex in the back of a Volvo"
What do you think about RanDUMB ?,"I know how it is to chase trying to date a model, because I’ve called my doctor 5 times in the past week and left a note to return my call. At some point you’d think they’d get a restaining order"
What do you think about RanDUMB ?,same page club
What do you think about RanDUMB ?,beer today bong tomorrow
What do you think about RanDUMB ?,"kept me off the pipe, off the pole"
What do you think about RanDUMB ?,Why is all this wierd stuff happening is it some kind of solstace?
What do you think about RanDUMB ?,I call texts “word alerts”
What do you think about RanDUMB ?,"Isnt it awkward when the moon shows up in the day? it’s like, umm hi I thought we said 9?"
What do you think about RanDUMB ?,"Don’t forget that the BEST things in life are free, like library books, Costco food samples and unsolicited advice"
What do you think about RanDUMB ?,Fit as a fiddle
